A1BG	A1BG	ea	0.083928	0.031673	0.001039	0.02447	0.009748
A1CF	A1CF	ea	-0.007218	0.015753	0.3832	-0.003997	0.008735
A2M	A2M	ea	0.157241	0.042726	8.135e-07	0.069867	0.021213
A2ML1	A2ML1	ea	-0.02437	0.0015	0.06137	-0.018706	0.001597
A4GALT	A4GALT	ea	0.203669	0.061203	0.0003225	0.075233	0.026149
A4GNT	A4GNT	ea	0.062726	0.046217	0.115	0.035269	0.026848
AAAS	AAAS	ea	0.006896	0.011766	0.3184	0.000797	0.001362
AACS	AACS	ea	0.144033	0.032746	2.804e-08	0.044796	0.011031
AADACL2	AADACL2	ea	0.02681	0.024645	0.1644	0.018077	0.016748
AADAT	AADAT	ea	-0.005362	0.015207	0.4071	-0.002792	0.007924
AAGAB	AAGAB	ea	-0.030814	0.000584	0.04004	-0.003899	0.00023
AAK1	AAK1	ea	0.008973	0.016757	0.3306	0.00141	0.002638
AAMP	AAMP	ea	-0.013555	0.001224	0.2033	-0.002044	0.000223
AANAT	AANAT	ea	0.048294	0.027455	0.05228	0.0263	0.015221
AARS2	AARS2	ea	-0.005627	0.061191	0.4742	-0.00101	0.010987
AARS	AARS	ea	0.011521	0.017635	0.2625	0.002142	0.003291
AASDH	AASDH	ea	0.144629	0.03652	1.886e-07	0.066426	0.018353
AASDHPPT	AASDHPPT	ea	0.000699	0.01574	0.4874	4.6e-05	0.001031
AASS	AASS	ea	0.104083	0.039549	0.001679	0.074405	0.030188
ABAT	ABAT	ea	-0.026162	0.019105	0.2071	-0.013948	0.010265
ABCA10	ABCA10	ea	0.100613	0.034331	0.0003692	0.032509	0.011752
ABCA11P	ABCA11P	ea	0.016638	0.01496	0.1548	0.007429	0.006714
ABCA12	ABCA12	ea	0.048146	0.031601	0.08559	0.018353	0.012259
ABCA13	ABCA13	ea	-0.002219	0.018846	0.4674	-0.000597	0.005068
ABCA1	ABCA1	ea	0.099726	0.037073	0.002754	0.065129	0.025471
ABCA2	ABCA2	ea	0.154646	0.045204	1.286e-06	0.062043	0.02028
ABCA3	ABCA3	ea	-0.01085	0.009049	0.3053	-0.005834	0.004894
ABCA4	ABCA4	ea	-0.012521	0.011428	0.2653	-0.002128	0.001951
ABCA5	ABCA5	ea	0.049633	0.033283	0.08742	0.007105	0.004863
ABCA6	ABCA6	ea	0.0206	0.018848	0.1652	0.004837	0.004448
ABCA7	ABCA7	ea	0.03416	0.026365	0.1331	0.010121	0.007892
ABCA8	ABCA8	ea	0.042976	0.02757	0.08713	0.020019	0.013041
ABCA9	ABCA9	ea	0.027164	0.019819	0.1141	0.009732	0.007158
ABCB10	ABCB10	ea	0.139945	0.033395	1.793e-11	0.02768	0.007337
ABCB11	ABCB11	ea	-0.000751	0.01842	0.4886	-0.000287	0.007054
ABCB1	ABCB1	ea	-0.013482	0.005672	0.1474	-0.005672	0.002422
ABCB4	ABCB4	ea	0.048714	0.038598	0.102	0.019394	0.015733
ABCB5	ABCB5	ea	-0.032	0.012624	0.09064	-0.013108	0.005285
ABCB8	ABCB8	ea	-0.007222	0.015231	0.3833	-0.001408	0.002973
ABCB9	ABCB9	ea	0.035651	0.020935	0.02269	0.016042	0.009625
ABCC10	ABCC10	ea	0.069294	0.027499	0.00334	0.015563	0.006391
ABCC11	ABCC11	ea	0.007963	0.008897	0.1977	0.0022	0.002466
ABCC12	ABCC12	ea	-0.010558	0.001901	0.1079	-0.00232	0.000447
ABCC13	ABCC13	ea	-0.005966	0.021997	0.427	-0.002924	0.010787
ABCC1	ABCC1	ea	0.170615	0.041914	8.74e-07	0.032548	0.009058
ABCC2	ABCC2	ea	0.109956	0.043772	4.367e-05	0.052792	0.022515
ABCC3	ABCC3	ea	0.0264	0.026308	0.2092	0.008766	0.008789
ABCC4	ABCC4	ea	0.134221	0.050469	0.003883	0.0233	0.009352
ABCC5	ABCC5	ea	0.050189	0.023067	0.007104	0.019659	0.009249
ABCC6	ABCC6	ea	-0.01957	0.006169	0.09121	-0.002354	0.00076
ABCC9	ABCC9	ea	-0.011161	0.019353	0.3691	-0.005132	0.008923
ABCD2	ABCD2	ea	0.058203	0.024148	0.0003199	0.015823	0.006799
ABCD3	ABCD3	ea	0.086288	0.030731	0.001196	0.008008	0.002974
ABCD4	ABCD4	ea	0.136688	0.041747	1.886e-05	0.044491	0.015103
ABCE1	ABCE1	ea	0.018905	0.018824	0.1537	0.001472	0.001475
ABCF1	ABCF1	ea	0.08558	0.032017	0.0001419	0.01389	0.005493
ABCF2	ABCF2	ea	0.571096	0.041323	0	0.107305	0.015011
ABCG1	ABCG1	ea	0.022467	0.042797	0.3463	0.008931	0.017049
ABCG2	ABCG2	ea	0.028288	0.021595	0.1113	0.017487	0.013465
ABCG4	ABCG4	ea	0.015597	0.01557	0.1911	0.003618	0.003628
ABHD10	ABHD10	ea	0.179001	0.045417	1.423e-07	0.024382	0.007057
ABHD11	ABHD11	ea	0.074773	0.040613	0.01076	0.011244	0.006379
ABHD12B	ABHD12B	ea	-0.008107	0.01299	0.3472	-0.004998	0.008019
ABHD12	ABHD12	ea	0.109699	0.037526	5.523e-14	0.021853	0.008169
ABHD13	ABHD13	ea	0.006564	0.025336	0.4251	0.001014	0.003915
ABHD14A	ABHD14A	ea	0.006986	0.013514	0.3253	0.002487	0.004821
ABHD14B	ABHD14B	ea	0.007224	0.015152	0.3386	0.001688	0.003547
